Grade,E_title,E_country,E_province,E_region_1,E_region_2,E_winery,E_FE_vintage,E_wine_variety,E_FE_wine_kind,FE_continent,E_price,FE_points_location,FE_points_variety,FE_points_winery
Pass,Château Margaux 2009  Margaux,France,Bordeaux,Margaux,-,Château Margaux,2009,Bordeaux-style Red Blend,red,0,1900.0,91.0,89.0,93.0
Pass,Château Palmer 2009  Margaux,France,Bordeaux,Margaux,-,Château Palmer,2009,Bordeaux-style Red Blend,red,0,380.0,91.0,89.0,94.0
Pass,Pirouette 2008 Red Wine Red (Columbia Valley (WA)),US,Washington,Columbia Valley (WA),Columbia Valley,Pirouette,2008,Bordeaux-style Red Blend,red,1,50.0,89.0,89.0,92.0
Pass,Marchesi Antinori 2008 Guado al Tasso  (Bolgheri Superiore),Italy,Tuscany,Bolgheri Superiore,-,Marchesi Antinori,2008,Red Blend,red,0,102.0,91.5,88.0,92.0
Pass,Château Troplong Mondot 2009  Saint-Émilion,France,Bordeaux,Saint-Émilion,-,Château Troplong Mondot,2009,Bordeaux-style Red Blend,red,0,170.0,91.0,89.0,93.0
Pass,Tenuta San Guido 2008 Sassicaia  (Bolgheri Sassicaia),Italy,Tuscany,Bolgheri Sassicaia,-,Tenuta San Guido,2008,Red Blend,red,0,220.0,97.0,88.0,92.0
Pass,Tenuta dell'Ornellaia 2008 Ornellaia  (Bolgheri Superiore),Italy,Tuscany,Bolgheri Superiore,-,Tenuta dell'Ornellaia,2008,Red Blend,red,0,215.0,91.5,88.0,97.0
Pass,JCB 2009 No. 1 Cabernet Sauvignon (Napa Valley),US,California,Napa Valley,Napa,JCB,2009,Cabernet Sauvignon,red,1,150.0,89.0,88.0,90.0
Pass,Château La Mission Haut-Brion 2009  Pessac-Léognan,France,Bordeaux,Pessac-Léognan,-,Château La Mission Haut-Brion,2009,Bordeaux-style Red Blend,red,0,1100.0,91.0,89.0,94.0
Pass,Château Figeac 2009  Saint-Émilion,France,Bordeaux,Saint-Émilion,-,Château Figeac,2009,Bordeaux-style Red Blend,red,0,280.0,91.0,89.0,94.0
Pass,Château Léoville Poyferré 2009  Saint-Julien,France,Bordeaux,Saint-Julien,-,Château Léoville Poyferré,2009,Bordeaux-style Red Blend,red,0,200.0,93.0,89.0,94.0
Pass,Tenuta Argentiera 2008 Argentiera  (Bolgheri Superiore),Italy,Tuscany,Bolgheri Superiore,-,Tenuta Argentiera,2008,Red Blend,red,0,75.0,91.5,88.0,89.5
Pass,Château Haut-Brion 2009  Pessac-Léognan,France,Bordeaux,Pessac-Léognan,-,Château Haut-Brion,2009,Bordeaux-style Red Blend,red,0,1200.0,91.0,89.0,94.0
Pass,Château la Fleur-Pétrus 2009  Pomerol,France,Bordeaux,Pomerol,-,Château la Fleur-Pétrus,2009,Bordeaux-style Red Blend,red,0,,91.0,89.0,94.0
Pass,Château Lynch-Bages 2009  Pauillac,France,Bordeaux,Pauillac,-,Château Lynch-Bages,2009,Bordeaux-style Red Blend,red,0,195.0,92.0,89.0,94.0
Pass,Groth 2008 Reserve Cabernet Sauvignon (Oakville),US,California,Oakville,Napa,Groth,2008,Cabernet Sauvignon,red,1,125.0,91.0,88.0,91.0
Pass,Château Mouton Rothschild 2009  Pauillac,France,Bordeaux,Pauillac,-,Château Mouton Rothschild,2009,Bordeaux-style Red Blend,red,0,1300.0,92.0,89.0,92.0
Pass,Château Trotanoy 2009  Pomerol,France,Bordeaux,Pomerol,-,Château Trotanoy,2009,Bordeaux-style Red Blend,red,0,400.0,91.0,89.0,95.0
Pass,Château Beau-Séjour Bécot 2009  Saint-Émilion,France,Bordeaux,Saint-Émilion,-,Château Beau-Séjour Bécot,2009,Bordeaux-style Red Blend,red,0,75.0,91.0,89.0,93.0
Pass,Château Branaire-Ducru 2009  Saint-Julien,France,Bordeaux,Saint-Julien,-,Château Branaire-Ducru,2009,Bordeaux-style Red Blend,red,0,89.0,93.0,89.0,93.0
Pass,Château Canon 2009  Saint-Émilion,France,Bordeaux,Saint-Émilion,-,Château Canon,2009,Bordeaux-style Red Blend,red,0,163.0,91.0,89.0,93.0
Pass,Château Canon la Gaffelière 2009  Saint-Émilion,France,Bordeaux,Saint-Émilion,-,Château Canon la Gaffelière,2009,Bordeaux-style Red Blend,red,0,110.0,91.0,89.0,93.0
Pass,Hanzell 2009 Chardonnay (Sonoma Valley),US,California,Sonoma Valley,Sonoma,Hanzell,2009,Chardonnay,white,1,75.0,88.0,88.0,92.0
Fail,Balletto 2013 Chardonnay (Russian River Valley),US,California,Russian River Valley,Sonoma,Balletto,2013,Chardonnay,white,1,28.0,89.0,88.0,89.0
Fail,C'est Bon 2013 Reserve Selection Chardonnay (Oakville),US,California,Oakville,Napa,C'est Bon,2013,Chardonnay,white,1,35.0,91.0,88.0,88.0
Fail,Ceuso 2014 Scurati Nero d'Avola (Terre Siciliane),Italy,Sicily & Sardinia,Terre Siciliane,-,Ceuso,2014,Nero d'Avola,sparkling,0,16.0,87.0,87.0,88.0
Fail,Château Balac 2012 Cru Bourgeois  (Haut-Médoc),France,Bordeaux,Haut-Médoc,-,Château Balac,2012,Bordeaux-style Red Blend,red,0,45.0,89.0,89.0,89.0
Fail,Château des Annereaux 2011  Lalande de Pomerol,France,Bordeaux,Lalande de Pomerol,-,Château des Annereaux,2011,Bordeaux-style Red Blend,red,0,20.0,89.0,89.0,88.0
Fail,Château Haut-Bergey 2013  Pessac-Léognan,France,Bordeaux,Pessac-Léognan,-,Château Haut-Bergey,2013,Bordeaux-style White Blend,white,0,,91.0,88.0,91.0
Fail,Château Larrivet Haut-Brion 2014 Les Hauts de Larrivet Haut-Brion  (Pessac-Léognan),France,Bordeaux,Pessac-Léognan,-,Château Larrivet Haut-Brion,2014,Sauvignon Blanc,white,0,30.0,91.0,87.0,88.5
Fail,Château le Sartre 2013  Pessac-Léognan,France,Bordeaux,Pessac-Léognan,-,Château le Sartre,2013,Bordeaux-style White Blend,white,0,,91.0,88.0,88.0
Fail,Château Mancèdre 2013  Pessac-Léognan,France,Bordeaux,Pessac-Léognan,-,Château Mancèdre,2013,Bordeaux-style Red Blend,red,0,45.0,91.0,89.0,88.0
Fail,Château Peyredon Lagravette 2013  Haut-Médoc,France,Bordeaux,Haut-Médoc,-,Château Peyredon Lagravette,2013,Bordeaux-style Red Blend,red,0,22.0,89.0,89.0,88.0
Fail,Château Potensac 2013 Chapelle de Potensac  (Médoc),France,Bordeaux,Médoc,-,Château Potensac,2013,Bordeaux-style Red Blend,red,0,,87.0,89.0,90.0
Fail,Chateau Ste. Michelle 2012 Indian Wells Red (Columbia Valley (WA)),US,Washington,Columbia Valley (WA),Columbia Valley,Chateau Ste. Michelle,2012,Red Blend,red,1,18.0,89.0,88.0,89.0
Fail,Clos Beauregard 2013  Pomerol,France,Bordeaux,Pomerol,-,Clos Beauregard,2013,Bordeaux-style Red Blend,red,0,58.0,91.0,89.0,89.5
Fail,Domaine Anderson 2013 Walraven Vineyard Chardonnay (Anderson Valley),US,California,Anderson Valley,-,Domaine Anderson,2013,Chardonnay,white,1,55.0,89.0,88.0,90.5
Fail,Dowsett Family 2014 Aunt Diane's Vineyard Riesling (Columbia Gorge (WA)),US,Washington,Columbia Gorge (WA),Washington Other,Dowsett Family,2014,Riesling,white,1,16.0,89.0,90.0,90.5
Fail,Gamache 2012 Cabernet Franc (Columbia Valley (WA)),US,Washington,Columbia Valley (WA),Columbia Valley,Gamache,2012,Cabernet Franc,sparkling,1,25.0,89.0,88.0,87.0
Fail,Mills Reef 2014 Reserve Sauvignon Blanc (Hawke's Bay),New Zealand,Hawke's Bay,-,-,Mills Reef,2014,Sauvignon Blanc,white,1,18.0,89.0,87.0,88.5
Fail,Paumanok 2014 Semi Dry Riesling (North Fork of Long Island),US,New York,North Fork of Long Island,Long Island,Paumanok,2014,Riesling,white,1,20.0,87.5,90.0,90.0
Fail,Broken Clouds 2014 Chardonnay (Sonoma Coast),US,California,Sonoma Coast,Sonoma,Broken Clouds,2014,Chardonnay,white,1,12.0,90.0,88.0,87.0
Fail,Browne Family Vineyards 2014 Chardonnay (Columbia Valley (WA)),US,Washington,Columbia Valley (WA),Columbia Valley,Browne Family Vineyards,2014,Chardonnay,white,1,30.0,89.0,88.0,88.0
Fail,Caruso & Minini 2012 Cutaja Riserva Nero d'Avola (Delia Nivolelli),Italy,Sicily & Sardinia,Delia Nivolelli,-,Caruso & Minini,2012,Nero d'Avola,sparkling,0,14.0,87.0,87.0,87.0
Fail,Château Amour 2013  Médoc,France,Bordeaux,Médoc,-,Château Amour,2013,Bordeaux-style Red Blend,red,0,19.0,87.0,89.0,87.5
Fail,Château de Cruzeau 2013  Pessac-Léognan,France,Bordeaux,Pessac-Léognan,-,Château de Cruzeau,2013,Bordeaux-style White Blend,white,0,,91.0,88.0,88.0
Fail,Château de Paillet-Quancard 2012  Cadillac Côtes de Bordeaux,France,Bordeaux,Cadillac Côtes de Bordeaux,-,Château de Paillet-Quancard,2012,Bordeaux-style Red Blend,red,0,15.0,88.0,89.0,87.0
Fail,Château de Rochemorin 2013  Pessac-Léognan,France,Bordeaux,Pessac-Léognan,-,Château de Rochemorin,2013,Sauvignon Blanc,white,0,26.0,91.0,87.0,87.0
Fail,Gabriel Meffre 2015 La Châsse Sauvignon-Colombard White (Vin de France),France,France Other,Vin de France,-,Gabriel Meffre,2015,White Blend,white,0,10.0,85.0,87.0,85.0
Fail,Gabriel Meffre 2016 La Châsse Chardonnay (Vin de France),France,France Other,Vin de France,-,Gabriel Meffre,2016,Chardonnay,white,0,10.0,85.0,88.0,85.0
Fail,Wines & Winemakers 2016 Samora Rosé (Tejo),Portugal,Tejo,-,-,Wines & Winemakers,2016,Rosé,rose,0,12.0,86.0,87.0,87.0
Fail,Adega Cooperativa de Borba 2016 Adega de Borba Branco White (Alentejo),Portugal,Alentejo,-,-,Adega Cooperativa de Borba,2016,Port,,0,8.0,88.0,88.0,87.0
Fail,Adega Cooperativa de Borba 2016 Brado Branco White (Alentejano),Portugal,Alentejano,-,-,Adega Cooperativa de Borba,2016,Port,,0,6.0,87.0,88.0,87.0
Fail,Alta Vista 2016 Malbec Rosé (Mendoza),Argentina,Mendoza Province,Mendoza,-,Alta Vista,2016,Rosé,rose,1,13.0,86.0,87.0,88.0
Fail,Aymara 2015 Estate Torrontés (Maipú),Argentina,Mendoza Province,Maipú,-,Aymara,2015,Torrontés,white,1,13.0,85.0,86.0,85.0
Fail,Paul Buisse 2016 Sauvignon Blanc (Touraine),France,Loire Valley,Touraine,-,Paul Buisse,2016,Sauvignon Blanc,white,0,13.0,86.0,87.0,85.0
Fail,The Williamsburg Winery 2015 A Midsummer Night's White White (Virginia),US,Virginia,Virginia,-,The Williamsburg Winery,2015,White Blend,white,1,16.0,86.0,87.0,86.0
Fail,Valentin Bianchi 2015 Sensual Malbec (Mendoza),Argentina,Mendoza Province,Mendoza,-,Valentin Bianchi,2015,Malbec,sparkling,1,12.0,86.0,88.0,86.0
Fail,Jean-Max Roger 2015 Le Charnay  (Menetou-Salon),France,Loire Valley,Menetou-Salon,-,Jean-Max Roger,2015,Sauvignon Blanc,white,0,22.0,87.0,87.0,88.0
Fail,Magnum Vinhos 2015 Flor de Maio Mayflower Red (Alentejano),Portugal,Alentejano,-,-,Magnum Vinhos,2015,Port,,0,7.0,87.0,88.0,90.0
Fail,Adega Cooperativa de Borba 2016 Brado Red (Alentejano),Portugal,Alentejano,-,-,Adega Cooperativa de Borba,2016,Port,,0,8.0,87.0,88.0,87.0
Fail,Vinadeis 2016 Le Val Merlot (Vin de France),France,France Other,Vin de France,-,Vinadeis,2016,Merlot,red,0,12.0,85.0,87.0,85.0
Fail,Wines & Winemakers 2014 Dona Helena Reserva Red (Península de Setúbal),Portugal,Península de Setúbal,-,-,Wines & Winemakers,2014,Port,,0,15.0,86.0,88.0,87.0
Fail,Jacob's Creek 2016 Chardonnay (Australia),Australia,Australia Other,Australia,-,Jacob's Creek,2016,Chardonnay,white,1,8.0,86.0,88.0,87.0
Fail,Ca' Momi 2015 Chardonnay (Napa Valley),US,California,Napa Valley,Napa,Ca' Momi,2015,Chardonnay,white,1,20.0,89.0,88.0,85.0
Fail,Enoport 2014 Topázio Reserva Red (Douro),Portugal,Douro,-,-,Enoport,2014,Port,,0,10.0,89.0,88.0,85.0
Fail,Fiuza 2015 Tinta Miúda Red (Tejo),Portugal,Tejo,-,-,Fiuza,2015,Port,,0,12.0,86.0,88.0,87.0
Fail,Tie-Dye 2014 Red (North Coast),US,California,North Coast,North Coast,Tie-Dye,2014,Red Blend,red,1,15.0,87.0,88.0,86.0
Fail,Il Chiosso 2010  Gattinara,Italy,Piedmont,Gattinara,-,Il Chiosso,2010,Nebbiolo,red,0,40.0,92.0,90.0,83.5
Fail,Grayson 2015 Lot 11 Chardonnay (California),US,California,California,California Other,Grayson,2015,Chardonnay,white,1,11.0,85.0,88.0,84.0
Fail,Leaping Lizard 2014 Cabernet Sauvignon (California),US,California,California,California Other,Leaping Lizard,2014,Cabernet Sauvignon,red,1,10.0,85.0,88.0,85.0
Fail,Portal del Montsant 2014 Bruberry Red (Montsant),Spain,Catalonia,Montsant,-,Portal del Montsant,2014,Red Blend,red,0,27.0,88.0,88.0,87.0
Fail,Benvenuto de la Serna 2015 Mil Piedras Viognier (Vista Flores),Argentina,Mendoza Province,Vista Flores,-,Benvenuto de la Serna,2015,Viognier,white,1,13.0,86.0,88.0,89.0
Fail,Decoy 2013 Red (Sonoma County),US,California,Sonoma County,Sonoma,Decoy,2013,Red Blend,red,1,25.0,87.0,88.0,87.0
Fail,Trapiche 2014 Oak Cask Malbec (Mendoza),Argentina,Mendoza Province,Mendoza,-,Trapiche,2014,Malbec,sparkling,1,10.0,86.0,88.0,88.0
Fail,Xanadu 2015 Exmoor Sauvignon Blanc-Semillon (Margaret River),Australia,Western Australia,Margaret River,-,Xanadu,2015,Sauvignon Blanc,white,1,16.0,90.0,87.0,88.5
Fail,Adega Mãe 2015 Pinta Negra Rosé (Lisboa),Portugal,Lisboa,-,-,Adega Mãe,2015,Rosé,rose,0,9.0,87.0,87.0,88.0
Fail,Aniello 2015 006 Riverside Estate Merlot (Patagonia),Argentina,Other,Patagonia,-,Aniello,2015,Merlot,red,1,20.0,87.0,87.0,85.0
Fail,Parras Wines 2015 Mula Velha Reserva Red (Lisboa),Portugal,Lisboa,-,-,Parras Wines,2015,Port,,0,10.0,87.0,88.0,87.0
Fail,Parras Wines 2015 Terra Grande Red (Alentejano),Portugal,Alentejano,-,-,Parras Wines,2015,Port,,0,10.0,87.0,88.0,87.0
Fail,Quinta dos Avidagos 2015 Lote 138 Red (Douro),Portugal,Douro,-,-,Quinta dos Avidagos,2015,Port,,0,11.0,89.0,88.0,87.0
Fail,Château Lanscade 2015  Bordeaux,France,Bordeaux,Bordeaux,-,Château Lanscade,2015,Bordeaux-style Red Blend,red,0,13.0,86.0,89.0,85.0
Fail,Château Troupian 2014  Haut-Médoc,France,Bordeaux,Haut-Médoc,-,Château Troupian,2014,Bordeaux-style Red Blend,red,0,20.0,89.0,89.0,85.0
Fail,Château Vrai Caillou 2015  Entre-Deux-Mers,France,Bordeaux,Entre-Deux-Mers,-,Château Vrai Caillou,2015,Bordeaux-style White Blend,white,0,13.0,86.0,88.0,85.0
Fail,Cliff Creek 2011 Sams Valley Vineyard Claret (Southern Oregon),US,Oregon,Southern Oregon,Southern Oregon,Cliff Creek,2011,Claret,red,1,25.0,87.0,88.0,85.5
Fail,Del Rio 2013 Claret (Rogue Valley),US,Oregon,Rogue Valley,Southern Oregon,Del Rio,2013,Claret,red,1,35.0,87.0,88.0,85.5
Fail,Delfino 2014 Cabernet Sauvignon (Umpqua Valley),US,Oregon,Umpqua Valley,Southern Oregon,Delfino,2014,Cabernet Sauvignon,red,1,28.0,88.0,88.0,88.0
Fail,Gru 2015  Montepulciano d'Abruzzo,Italy,Central Italy,Montepulciano d'Abruzzo,-,Gru,2015,Montepulciano,red,0,10.0,86.0,87.0,85.0
Fail,J. Portugal Ramos 2015 Pouca Roupa Branco White (Alentejano),Portugal,Alentejano,-,-,J. Portugal Ramos,2015,Port,,0,13.0,87.0,88.0,87.0
Fail,First & Local 2015 Chardonnay (California),US,California,California,California Other,First & Local,2015,Chardonnay,white,1,10.0,85.0,88.0,87.0
Fail,Amalaya 2015 Esperanza Por Un Milagro White (Salta),Argentina,Other,Salta,-,Amalaya,2015,White Blend,white,1,12.0,87.0,87.0,87.0
Fail,Half Mile Creek 2014 Semillon-Sauvignon Blanc (South Eastern Australia),Australia,Australia Other,South Eastern Australia,-,Half Mile Creek,2014,Sauvignon Blanc,white,1,9.0,85.0,87.0,84.5
Fail,California Republic 2013 Cabernet Sauvignon (California),US,California,California,California Other,California Republic,2013,Cabernet Sauvignon,red,1,12.0,85.0,88.0,86.0
Fail,Cantina Valle Tritana 2014 Capostrano  (Montepulciano d'Abruzzo),Italy,Central Italy,Montepulciano d'Abruzzo,-,Cantina Valle Tritana,2014,Montepulciano,red,0,19.0,86.0,87.0,86.0
Fail,Château Doms 2014  Graves,France,Bordeaux,Graves,-,Château Doms,2014,Bordeaux-style Red Blend,red,0,20.0,88.0,89.0,88.0
Fail,Château Pindefleurs 2013  Saint-Émilion,France,Bordeaux,Saint-Émilion,-,Château Pindefleurs,2013,Bordeaux-style Red Blend,red,0,28.0,91.0,89.0,86.5
Fail,Cliff Creek 2012 Sams Valley Vineyard Merlot (Southern Oregon),US,Oregon,Southern Oregon,Southern Oregon,Cliff Creek,2012,Merlot,red,1,25.0,87.0,87.0,85.5
Pass,Qupé 2010 Marsanne (Santa Ynez Valley),US,California,Santa Ynez Valley,Central Coast,Qupé,2010,Marsanne,white,1,20.0,88.0,88.0,90.5
Pass,Réserve des Oliviers 2009 White (Châteauneuf-du-Pape),France,Rhône Valley,Châteauneuf-du-Pape,-,Réserve des Oliviers,2009,White Blend,white,0,40.0,91.0,87.0,88.0
Pass,Sant Agnese dei F.lli Gigli 2006 Libatio Red (Toscana),Italy,Tuscany,Toscana,-,Sant Agnese dei F.lli Gigli,2006,Red Blend,red,0,,89.0,88.0,90.0
Pass,Chanin 2008 Bien Nacido Vineyard Chardonnay (Santa Maria Valley),US,California,Santa Maria Valley,Central Coast,Chanin,2008,Chardonnay,white,1,30.0,91.0,88.0,93.5
Pass,Cuda Ridge Wines 2008 Cabernet Franc (Livermore Valley),US,California,Livermore Valley,Central Coast,Cuda Ridge Wines,2008,Cabernet Franc,sparkling,1,28.0,89.0,88.0,89.0
Pass,Doña Silvina 2006 Malbec (Mendoza),Argentina,Mendoza Province,Mendoza,-,Doña Silvina,2006,Malbec,sparkling,1,25.0,86.0,88.0,90.5
Pass,Dürnberg 2007 Impetus Select Red (Niederösterreich),Austria,Niederösterreich,-,-,Dürnberg,2007,Red Blend,red,0,20.0,89.0,88.0,88.0
Pass,Il Veltro 2005  Brunello di Montalcino,Italy,Tuscany,Brunello di Montalcino,-,Il Veltro,2005,Sangiovese,red,0,,90.0,89.0,90.0
Pass,Markus Huber 2010 Grüner Veltliner (Traisental),Austria,Traisental,-,-,Markus Huber,2010,Grüner Veltliner,white,0,16.0,92.0,90.0,91.0
Pass,Massi di Mandorlaia 2007 Colpetroso  (Maremma),Italy,Tuscany,Maremma,-,Massi di Mandorlaia,2007,Red Blend,red,0,,88.0,88.0,86.5
Pass,Melrose 2010 Sauvignon Blanc (Umpqua Valley),US,Oregon,Umpqua Valley,Southern Oregon,Melrose,2010,Sauvignon Blanc,white,1,18.0,88.0,87.0,88.0
Pass,Piña 2007 Mimbre Cabernet Sauvignon (Napa Valley),US,California,Napa Valley,Napa,Piña,2007,Cabernet Sauvignon,red,1,115.0,89.0,88.0,92.5
Pass,Qupé 2010 Bien Nacido Cuvée White (Santa Maria Valley),US,California,Santa Maria Valley,Central Coast,Qupé,2010,White Blend,white,1,20.0,91.0,87.0,90.5
Pass,Tardieu-Laurent 2009 Vieilles Vignes White (Châteauneuf-du-Pape),France,Rhône Valley,Châteauneuf-du-Pape,-,Tardieu-Laurent,2009,White Blend,white,0,63.0,91.0,87.0,91.0
Pass,Türk 2008 Eiswein 375ml Grüner Veltliner (Niederösterreich),Austria,Niederösterreich,-,-,Türk,2008,Grüner Veltliner,white,0,44.0,89.0,90.0,91.0
Pass,Ugly Duckling 2009 Cabernet Sauvignon (California),US,California,California,California Other,Ugly Duckling,2009,Cabernet Sauvignon,red,1,12.0,85.0,88.0,84.0
Pass,Finca Vides 2009 Torcidas Malbec (Mendoza),Argentina,Mendoza Province,Mendoza,-,Finca Vides,2009,Malbec,sparkling,1,15.0,86.0,88.0,86.0
Fail,Petra 2003 Quercegobbe Merlot (Toscana),Italy,Tuscany,Toscana,-,Petra,2003,Merlot,red,0,50.0,89.0,87.0,89.0
Fail,Recanati 2006 Kosher Chardonnay (Galilee),Israel,Galilee,-,-,Recanati,2006,Chardonnay,white,0,16.0,89.0,88.0,88.0
Fail,Tommasi 2005 Poggio al Tufo Rompicollo  (Maremma),Italy,Tuscany,Maremma,-,Tommasi,2005,Red Blend,red,0,16.0,88.0,88.0,87.0
Fail,Caves Aliança 2006 Galeria Bical (Bairrada),Portugal,Bairrada,-,-,Caves Aliança,2006,Bical,white,0,15.0,88.5,86.0,87.0
Fail,Dry Creek Vineyard 2006 Fumé Blanc (Sonoma County),US,California,Sonoma County,Sonoma,Dry Creek Vineyard,2006,Fumé Blanc,white,1,14.0,87.0,88.0,90.0
Fail,Prejean 2006 Chardonnay (Finger Lakes),US,New York,Finger Lakes,Finger Lakes,Prejean,2006,Chardonnay,white,1,10.0,87.0,88.0,86.0
Fail,Kadesh Barnea 2004 Estate Bottled Reserve Kosher Cabernet Sauvignon (Negev Hills),Israel,Negev Hills,-,-,Kadesh Barnea,2004,Cabernet Sauvignon,red,0,35.0,85.0,88.0,84.0
Fail,Antonino Tringali-Casanuova 2005 Patrimonio Sangiovese (Toscana),Italy,Tuscany,Toscana,-,Antonino Tringali-Casanuova,2005,Sangiovese,red,0,15.0,89.0,89.0,87.5
Fail,Tyrrell's 2006 Lost Block Chardonnay (South Eastern Australia),Australia,Australia Other,South Eastern Australia,-,Tyrrell's,2006,Chardonnay,white,1,14.0,85.0,88.0,88.0
Fail,Vasse River 2006 Chardonnay (Margaret River),Australia,Western Australia,Margaret River,-,Vasse River,2006,Chardonnay,white,1,23.0,90.0,88.0,85.0
Fail,Vega de la Reina 2006 Verdejo (Rueda),Spain,Northern Spain,Rueda,-,Vega de la Reina,2006,Verdejo,white,0,15.0,87.0,86.0,86.0
Fail,Villa Vignamaggio 2003 Wine Obsession I Miti Red (Toscana),Italy,Tuscany,Toscana,-,Villa Vignamaggio,2003,Red Blend,red,0,65.0,89.0,88.0,87.0
Fail,Vinum Cellars 2006 Vista Verde Vineyard Viognier (San Benito County),US,California,San Benito County,Central Coast,Vinum Cellars,2006,Viognier,white,1,25.0,88.0,88.0,86.5
Fail,Analivia 2006 Verdejo (Rueda),Spain,Northern Spain,Rueda,-,Analivia,2006,Verdejo,white,0,10.0,87.0,86.0,86.5
Fail,Battle of Bosworth 2005 Shiraz-Viognier (McLaren Vale),Australia,South Australia,McLaren Vale,-,Battle of Bosworth,2005,Viognier,white,1,20.0,88.0,88.0,85.0
Fail,La Gerla 2003 Birba Sangiovese Grosso (Toscana),Italy,Tuscany,Toscana,-,La Gerla,2003,Sangiovese,red,0,29.0,89.0,89.0,91.0
Fail,Quinta do Grifo 2004 Reserva Red (Douro),Portugal,Douro,-,-,Quinta do Grifo,2004,Port,,0,20.0,89.0,88.0,85.0
Fail,St. Clement 2006 Chardonnay (Carneros),US,California,Carneros,Napa-Sonoma,St. Clement,2006,Chardonnay,white,1,19.0,89.0,88.0,88.0
Fail,Quinta da Alorna 2006 Touriga Nacional (Ribatejano),Portugal,Ribatejano,-,-,Quinta da Alorna,2006,Touriga Nacional,red,0,11.0,87.0,89.0,87.0
Fail,Torres 2006 Viña Esmeralda Moscatel (Catalunya),Spain,Catalonia,Catalunya,-,Torres,2006,Moscatel,white,0,15.0,86.0,88.0,88.0
Fail,Tapeña 2006 Verdejo (Vino de la Tierra de Castilla),Spain,Central Spain,Vino de la Tierra de Castilla,-,Tapeña,2006,Verdejo,white,0,10.0,85.0,86.0,84.0
Fail,Marqués de Cáceres 2006 Blanco Fermentado en Barrica White (Rioja),Spain,Northern Spain,Rioja,-,Marqués de Cáceres,2006,White Blend,white,0,8.0,88.0,87.0,87.0
Fail,Bodegas Campante 2006 Versatus White (Ribeiro),Spain,Galicia,Ribeiro,-,Bodegas Campante,2006,White Blend,white,0,10.0,88.0,87.0,86.0
Fail,Ventosa 2005 Chardonnay (New York),US,New York,New York,New York Other,Ventosa,2005,Chardonnay,white,1,18.0,86.0,88.0,86.0
Pass,Bodegas Riojanas 2006 Monte Real Gran Reserva  (Rioja),Spain,Northern Spain,Rioja,-,Bodegas Riojanas,2006,Tempranillo,red,0,47.0,88.0,88.0,90.0
Pass,Château de Malle 2011  Sauternes,France,Bordeaux,Sauternes,-,Château de Malle,2011,Bordeaux-style White Blend,white,0,,93.0,88.0,93.0
Pass,Sante Arcangeli 2013 Split Rail Vineyard Chardonnay (Santa Cruz Mountains),US,California,Santa Cruz Mountains,Central Coast,Sante Arcangeli,2013,Chardonnay,white,1,30.0,90.0,88.0,92.0
Pass,Sixto 2012 Uncovered Chardonnay (Washington),US,Washington,Washington,Washington Other,Sixto,2012,Chardonnay,white,1,35.0,88.0,88.0,92.0
Pass,Syncline 2013 Subduction Red (Columbia Valley (WA)),US,Washington,Columbia Valley (WA),Columbia Valley,Syncline,2013,Red Blend,red,1,20.0,89.0,88.0,90.0
Pass,Lambardi 2010  Brunello di Montalcino,Italy,Tuscany,Brunello di Montalcino,-,Lambardi,2010,Sangiovese,red,0,90.0,90.0,89.0,89.5
Pass,Le Carré 2012  Saint-Émilion,France,Bordeaux,Saint-Émilion,-,Le Carré,2012,Bordeaux-style Red Blend,red,0,135.0,91.0,89.0,92.0
Pass,Tenuta San Giorgio 2010 Ugolforte  (Brunello di Montalcino),Italy,Tuscany,Brunello di Montalcino,-,Tenuta San Giorgio,2010,Sangiovese,red,0,50.0,90.0,89.0,89.0
Pass,Le P'tit Paysan 2013 Jack's Hill Chardonnay (Monterey County),US,California,Monterey County,Central Coast,Le P'tit Paysan,2013,Chardonnay,white,1,22.0,86.0,88.0,90.0
Pass,Lisini 2008 Riserva  (Brunello di Montalcino),Italy,Tuscany,Brunello di Montalcino,-,Lisini,2008,Sangiovese,red,0,80.0,90.0,89.0,91.0
Pass,Ornellaia 2012 Le Serre Nuove  (Bolgheri),Italy,Tuscany,Bolgheri,-,Ornellaia,2012,Red Blend,red,0,75.0,89.0,88.0,91.0
Pass,Bella 2012 Block 10 Zinfandel (Alexander Valley),US,California,Alexander Valley,Sonoma,Bella,2012,Zinfandel,red,1,45.0,88.0,88.0,92.0
Pass,Centolani 2010 Poggiotondo  (Brunello di Montalcino),Italy,Tuscany,Brunello di Montalcino,-,Centolani,2010,Sangiovese,red,0,45.0,90.0,89.0,90.5
Pass,Château Bouscaut 2012  Pessac-Léognan,France,Bordeaux,Pessac-Léognan,-,Château Bouscaut,2012,Bordeaux-style Red Blend,red,0,,91.0,89.0,91.0
Pass,Château Couhins 2012  Pessac-Léognan,France,Bordeaux,Pessac-Léognan,-,Château Couhins,2012,Bordeaux-style Red Blend,red,0,,91.0,89.0,91.0
Pass,Château d'Arche 2011  Sauternes,France,Bordeaux,Sauternes,-,Château d'Arche,2011,Bordeaux-style White Blend,white,0,,93.0,88.0,88.0
Pass,Château Gaudin 2011  Pauillac,France,Bordeaux,Pauillac,-,Château Gaudin,2011,Bordeaux-style Red Blend,red,0,49.0,92.0,89.0,91.0
