base_ym,dpro_tgt_perd_val,cust_ctg_type,cust_class,sex_type,age,efct_svc_count,dt_stop_yn,npay_yn,r3m_avg_bill_amt,r3m_A_avg_arpu_amt,r3m_B_avg_arpu_amt,r6m_A_avg_arpu_amt,r6m_B_avg_arpu_amt,termination_yn
202006,20200630,10001,_,F,25,1,N,N,1734.85125,469.5,1107.6375,0,16173.1927,N
202006,20200630,10001,G,F,31,3,N,Y,16029.6666,869.0001,14871.6666,0,15207.2334,N
202006,20200630,10001,E,M,52,1,N,N,9930,2599.0998,6683.2,0,6681.2,N
202006,20200630,10001,_,F,53,0,N,N,12807.6,2347.3334,6781.7844,0,6780.7742,N
202006,20200630,10001,D,F,76,2,Y,N,9009.88011,2208.8001,5982,0,5980,N
202006,20200630,10001,F,M,54,5,N,N,17668.4666,2520,6002,3948.2,6000,N
202006,20200630,10001,E,F,50,1,N,N,11572.6666,1263,5998.6534,0,5986.7534,N
202006,20200630,10001,D,M,14,1,N,N,5931.6,851.1,2968.8,0,2412.9,N
202006,20200630,10001,H,F,21,1,N,Y,13024.6667,2594.3001,2099.3001,0,16245.4658,N
202006,20200630,10001,D,F,8,1,N,N,6622.77,2618.7,3402,0,3400,N
202006,20200630,10001,D,M,84,1,N,N,12112.7334,250.5,7267.64004,1069.8999,0,N
202006,20200630,10001,G,F,47,1,N,N,13990.0666,1212,10360.2,0,8639.1,N
202006,20200630,10001,G,F,29,2,N,Y,16702.07,1722,13461.7,0,13442.6,N
202006,20200630,10001,C,F,41,0,N,Y,2476.76,2251.6,0,0,0,Y
202006,20200630,10001,D,M,53,1,N,N,5633.43011,1319.3001,3802,0,3800,N
202006,20200630,10001,F,F,51,1,N,N,52861.4,1110.3999,11102.4544,0,10989.0378,N
202006,20200630,10001,D,F,79,1,N,N,5151.3,1980,2703,0,2700,N
202006,20200630,10001,C,M,56,1,N,N,2310,1725,0,2243.0001,0,N
202006,20200630,10001,E,F,42,1,N,N,13320.23,2909.7,9199.6,0,9400.3,N
202006,20200630,10001,C,M,57,1,N,N,4778.08936,4343.7176,0,1491,0,N
202006,20200630,10001,E,M,57,2,N,N,9743.0666,821.4,5740.6334,1344.9999,5692.05,N
202006,20200630,10001,_,M,40,2,N,N,5754.79685,1501.1001,3730.5334,0,5669.1,N
202006,20200630,10001,F,M,40,2,N,N,11954.6,1337.4,7172.76,332.1,0,N
202006,20200630,10001,D,M,65,2,N,N,6931.39326,6301.2666,0,1635.3,0,N
202006,20200630,10001,D,F,70,1,N,N,5544.76989,2487.6999,2553,0,2550,N
202006,20200630,10001,F,M,62,2,N,N,11824.8666,2147.4,7002,1101.2001,7000,N
202006,20200630,10001,G,M,31,1,N,N,13779.18674,3117.3334,9409.2,0,9407.2,N
202006,20200630,10001,E,F,36,0,N,N,13801.8666,1305.9999,8281.11996,0,0,Y
202006,20200630,10001,E,M,17,1,N,N,8881.40011,342.8001,7731.2,0,7729,N
202006,20200630,10001,E,F,42,1,N,N,10370.72685,1766.6001,7661.3334,0,7249.6666,N
202006,20200630,10001,E,F,26,1,N,N,12289.9334,1440,6305.4666,0,6260.9666,N
202006,20200630,10001,D,M,10,1,N,N,4216.44168,1268.1,2565.0288,0,2562.0288,N
202006,20200630,10001,H,F,51,1,N,N,16540.4,2262.3999,7199.6666,0,6938.9,N
202006,20200630,10001,G,M,55,1,N,Y,15963.78674,1984.2,12528.3334,0,12252.3666,N
202006,20200630,10005,C,_,_,1,N,N,4957.40674,4506.7334,0,1743.9999,0,N
202006,20200630,10001,D,F,70,1,N,N,10658.04674,4087.1334,5602,0,5600,N
202006,20200630,10001,G,F,29,2,N,N,16334.8667,2665.8,13049.9334,0,13471.2666,N
202006,20200630,10001,D,M,24,1,N,N,11291.9334,1843.8,5195.8,0,2946.8,N
202006,20200630,10001,F,M,59,1,N,N,6308.9334,1847.0001,3785.36004,332.1,6928.3212,N
202006,20200630,10001,F,F,30,1,N,N,15491.96022,3591.2668,10492.3334,0,10498.7334,N
202006,20200630,10001,C,M,36,0,Y,N,11110.73326,10100.6666,0,0,0,Y
202006,20200630,10001,G,M,26,1,N,N,14310.252,1752,11257.32,0,11255.32,N
202006,20200630,10001,G,F,21,1,N,N,17566.17874,5382.4,10586.8534,0,9916.0866,N
202006,20200630,10001,G,M,24,1,N,Y,16607.2,2223.3334,7809.2,0,7807.4,N
202006,20200630,10001,G,F,28,1,N,Y,19440.8,4275.4666,9509.9334,0,9507.6666,N
202006,20200630,10001,E,M,22,1,N,N,10182.0667,1702.8999,7454.6666,0,7222.0334,N
202006,20200630,10010,_,_,_,1,N,N,8142.4666,2075,4885.47996,2097.1338,0,N
202006,20200630,10001,D,M,27,1,N,N,5378.1334,1469.3001,2701.4666,0,2699.7334,N
202006,20200630,10001,E,F,34,1,N,N,10301.57326,1312.8,8052.2666,0,8359.7,N
202006,20200630,10001,G,M,22,1,N,N,14535.6,2137.5999,9421.8464,0,9414.3232,N
202006,20200630,10001,_,M,15,0,N,N,6056.41388,1704,3801.8308,0,3799.9172,N
202006,20200630,10001,D,F,66,2,N,Y,4018.7334,343.5999,2973.3834,1317,2968.4584,N
202006,20200630,10001,H,M,51,2,N,N,13038.5333,1197.9999,11687.73,1320.3501,11673.5366,N
202006,20200630,10001,D,M,60,1,N,N,5331.4666,1217.0001,3198.87996,1313.0001,0,N
202006,20200630,10001,G,M,30,2,N,N,16958.6,279.9,8364.5334,0,8810.6334,N
202006,20200630,10001,D,F,61,1,N,Y,12367.2666,1259.0001,7420.35996,1981.4499,0,N
202006,20200630,10001,E,F,48,1,N,N,9302.41257,1691.3001,6765.4386,0,6774.9386,N
202006,20200630,10001,C,F,72,1,N,N,7451.76674,4071.3334,2703,0,2700,N
202006,20200630,10001,C,M,24,1,N,Y,2495.0001,1323.9999,1050.8001,0,1970.7,N
202006,20200630,10001,_,F,18,0,N,N,8953.53756,2163,5976.5796,0,5979.5706,N
202006,20200630,10001,C,M,54,1,N,N,2833.9334,1191.9999,0,2794.8,0,N
202006,20200630,10001,F,M,49,1,N,N,14140,1694.6001,8484,336,0,N
202006,20200630,10001,D,F,67,1,N,N,7945.4666,1079.0001,4550.9334,0,4549.0666,N
202006,20200630,10001,_,_,_,1,N,N,387.97011,352.7001,0,0,0,Y
202006,20200630,10001,G,F,45,1,N,N,13272.292,1722,10343.72,0,10000.12,N
202006,20200630,10001,_,M,25,1,N,N,13560.58,3035.3334,9292.4666,0,10485.244,N
202006,20200630,10001,_,F,70,1,N,N,5541.43326,852,4185.6666,0,4262.4334,N
202006,20200630,10001,G,F,26,1,N,N,68701.1667,993,12993.4666,0,13661.3666,N
202006,20200630,10001,D,M,85,1,N,N,7001.94,2478,3887.4,0,3885.4,N
202006,20200630,10001,C,F,58,0,N,Y,7053.3334,819,4232.00004,0,0,Y
202006,20200630,10001,C,M,15,1,N,N,2509.21011,1730.0001,551.1,0,612.2499,N
202006,20200630,10001,G,F,58,2,N,Y,14167.3,338.0001,11747.2104,2266.5,11947.467,N
202006,20200630,10001,G,F,17,1,N,N,13017.73,1325.1,10509.2,0,10507.2,N
202006,20200630,10001,E,F,23,1,N,N,14990.2666,2110.2,5486.2666,0,7172.2584,N
202006,20200630,10001,C,M,66,1,N,N,1894.2,1722,0,855,0,N
202006,20200630,10001,_,F,20,0,N,N,2500.30011,2273.0001,0,0,8336.9796,N
202006,20200630,10001,E,F,76,1,N,N,6398.6,2348.0001,2135.2666,0,3280.1,N
202006,20200630,10001,C,M,8,1,N,N,4649.37022,624.7002,3602,0,3600,N
202006,20200630,10001,G,M,29,1,N,N,19642.1334,2495.2002,9558.4224,0,9556.4224,N
202006,20200630,10001,_,F,28,0,N,N,18264.73011,2281.4001,14322.9,0,12336.3526,N
202006,20200630,10001,D,F,51,1,N,N,8855.36674,1212,6838.3334,0,6413.025,N
202006,20200630,10001,D,F,7,1,N,N,6251.96,2314.4,3369.2,0,3207.2,N
202006,20200630,10001,_,F,15,1,N,N,4455.66,1623.9999,2426.6001,0,2459.1,N
202006,20200630,10001,_,M,_,1,N,N,7538.74,6853.4,0,0,0,Y
202006,20200630,10001,D,M,30,0,N,N,144739.6866,131581.5333,0,0,0,Y
202006,20200630,10001,D,M,14,1,N,N,4738,258,3834.6,0,3641.1,N
202006,20200630,10010,_,_,_,2,N,N,6205.5334,987.9999,3723.32004,1009.95,0,N
202006,20200630,10001,F,F,37,1,N,N,16481.5334,683.1999,9486.5334,0,8626.6666,N
202006,20200630,10001,C,F,90,1,N,N,1879.1001,1772.0001,0,1764,0,N
202006,20200630,10001,C,F,77,1,N,N,4319.99337,1175.0001,2752.2666,0,2830.6334,N
202006,20200630,10001,C,M,39,0,N,N,2970.8,1089,0,0,0,Y
202006,20200630,10001,D,M,26,0,N,N,4997,1615.4991,0,0,0,Y
202006,20200630,10001,G,M,25,1,N,N,18496.3334,1904.7054,7732.4,0,7730.4,N
202006,20200630,10001,C,M,73,1,N,N,6134.3334,826.7001,1609.1001,0,1934.7501,N
202006,20200630,10001,C,M,24,0,N,N,8700.1,632.1,5220.06,0,0,Y
202006,20200630,10001,C,F,76,1,N,N,4055.04,984,2702.4,0,2699.4,N
202006,20200630,10001,C,F,71,1,N,Y,5994.85326,5449.8666,0,1653.9999,0,N
202006,20200630,10001,E,M,73,2,N,Y,7152,2148,2550.3,657.9999,2547.3,N
202006,20200630,10001,C,M,81,1,N,N,2435.4,2214,0,1221,0,N
202006,20200630,10001,C,M,77,1,N,N,3174.70989,1704,1182.0999,0,1084.5501,N
202006,20200630,10001,C,M,81,1,N,N,2080.8,2018.2666,0,1637.0001,0,N
202006,20200630,10001,G,M,62,1,N,N,14961.76,1656,11945.6,0,10417.2666,N
202006,20200630,10001,C,F,22,1,N,N,13645.5334,1845.4002,1272.9555,0,956.2521,N
202006,20200630,10001,G,M,21,1,N,N,17257.8,2369.1999,14762.244,0,14760.244,N
202006,20200630,10001,D,F,58,1,N,N,8219.78674,2071.8,5400.7334,0,5398.7666,N
202006,20200630,10001,E,M,41,1,N,N,7729,2403.9999,903,0,900,N
202006,20200630,10005,C,_,_,0,N,N,4406.6,2592.9999,0,0,0,Y
202006,20200630,10001,G,F,37,1,N,Y,12515.3333,2548.5,8494.8746,0,8299.3414,N
202006,20200630,10001,_,F,42,0,N,N,4861.4,1948.8,0,337.1634,0,N
202006,20200630,10010,_,_,_,0,N,N,11804.8666,1467.9999,7082.91996,0,0,Y
202006,20200630,10001,C,F,58,2,N,N,3880,1255.2,2002,1961.9001,2000,N
202006,20200630,10005,D,_,_,1,N,N,6613.3334,330,3968.00004,2052.75,0,N
202006,20200630,10001,G,M,40,2,N,N,17535.4212,2663.7,13277.592,1524,13246.592,N
202006,20200630,10001,D,F,71,1,N,N,7811.7334,1704,3563.1414,0,3335.5746,N
202006,20200630,10001,E,M,57,1,N,N,12943.0666,513.8001,2416.3334,0,2659.2,N
202006,20200630,10001,D,F,46,0,N,N,6129,2502,0,0,0,Y
202006,20200630,10001,G,M,52,1,N,N,18555.4,2656.8999,7673.2334,0,7824.9166,N
202006,20200630,10001,E,M,19,1,N,N,10644.77337,1742.0001,7935.0666,0,7932.8334,N
202006,20200630,10001,D,M,40,0,N,Y,4252.4666,1371.4266,0,0,0,Y
202006,20200630,10001,G,M,22,1,N,N,6814.6,336,6116.6,0,6114.6,N
202006,20200630,10001,E,F,40,2,N,N,12720.1334,2265.5334,8099.9334,0,8216.85,N
202006,20200630,10001,E,M,64,1,N,N,11252,1435.2,5922.6,0,5920.6,N
202006,20200630,10001,C,M,65,1,N,N,2323.2,2112,0,833.0001,0,N
202006,20200630,10001,D,F,45,1,N,N,18338.9334,885,4077,0,4074.9,N
202006,20200630,10001,D,F,59,1,N,N,9000,1174.1001,5400,833.0001,0,N
202006,20200630,10001,C,M,36,1,N,N,2946.38674,2678.5334,0,2658,0,N
202006,20200630,10001,G,F,47,4,N,N,14623.39989,2883.9999,10410,2399.6332,10408,N
202006,20200630,10001,C,F,81,1,N,N,1930.8999,282,1158.53994,1778.7501,0,N
202006,20200630,10001,G,F,41,1,N,N,12790.3333,2546.1999,6708.2666,0,6847.6334,N
202006,20200630,10001,G,M,64,1,N,N,14410.8666,1779,3980.8334,0,3972.4834,N
202006,20200630,10001,D,M,40,1,N,N,11095.7,3105,6982,0,6980,N
202006,20200630,10001,F,F,60,3,N,N,18939.3334,2594,5540.8,1726.2501,5567.9,N
202006,20200630,10001,G,F,32,2,N,N,18092.90714,2114.9334,14333.164,0,14331.164,N
202006,20200630,10001,G,F,25,1,N,Y,10847.0667,2342.1999,7273.6,0,7330.5,N
202006,20200630,10001,E,F,31,2,N,N,15478.7334,2792.0001,10647.4,0,10060.0668,N
202006,20200630,10001,E,F,33,1,N,N,8852.0666,1721.0001,5311.23996,2057.9499,0,N
202006,20200630,10001,G,F,38,2,N,N,15269.43022,2080.6668,11800.6334,0,11797.5166,N
202006,20200630,10001,D,F,83,1,N,N,3587.2,285,3097,0,3001.1,N
202006,20200630,10001,E,M,21,1,N,N,11680.4,330,7702.704,0,6936.4706,N
202006,20200630,10001,_,M,37,1,N,N,3322.84755,2148,872.7705,0,869.7705,N
202006,20200630,10001,D,M,45,0,N,N,8036.9334,2486.6666,0,0,0,Y
202006,20200630,10001,C,M,71,1,N,N,6762.06652,6147.3332,0,2493.3,0,N
202006,20200630,10001,C,M,44,1,N,Y,2782.99989,2529.9999,0,0,0,Y
202006,20200630,10001,G,M,31,1,N,N,15009.2667,392.8809,11063.45,0,11261.4924,N
202006,20200630,10001,E,F,45,1,N,N,16313.4666,1115.7,8616.9996,0,9902.1782,N
202006,20200630,10010,_,_,_,1,N,N,4215.2,1830,2002,0,2000,N
202006,20200630,10001,C,M,76,1,N,N,2839.09989,2580.9999,0,1892.0001,0,N
202006,20200630,10001,G,F,24,1,N,Y,40659.5667,2961.3,9301.4,0,9188.8334,N
202006,20200630,10001,C,M,18,0,N,N,1983.3,1803,0,0,0,Y
202006,20200630,10001,G,F,40,1,N,N,8295.7334,2347.3334,4977.44004,0,0,Y
202006,20200630,10001,E,M,21,1,N,N,14008,832.2999,6101.2,0,6099.2,N
202006,20200630,10001,F,F,34,1,N,N,14969.09337,1627.4001,11980.8666,0,11979.2,N
202006,20200630,10001,_,M,10,1,N,N,484.33011,360.8001,79.5,0,44.4999,N
202006,20200630,10001,D,F,69,1,N,Y,8404.4,997.7001,5042.64,372.5001,0,N
202006,20200630,10001,C,F,27,1,N,N,19488.0666,3682.6668,5615.2,0,5577.5904,N
202006,20200630,10001,C,M,78,2,N,N,4318.1334,331.5,2590.88004,3452.6666,0,N
202006,20200630,10001,F,F,34,1,N,N,15135,2039.8,12701.6,0,11879.4666,N
202006,20200630,10001,G,F,65,3,N,N,16600.0666,330.3,6175.4,2562.5499,6173.4334,N
202006,20200630,10005,D,_,_,1,N,N,7776.8666,1392,4666.11996,1669.4499,0,N
202006,20200630,10001,C,M,52,1,N,N,1868.0001,363.9999,1120.80006,1521.5001,0,N
202006,20200630,10001,D,F,28,0,N,N,7729,1275,4637.4,0,0,Y
202006,20200630,10001,G,F,42,2,N,N,13742.44652,3523.2666,8969.8666,1688.4999,8758.9918,N
202006,20200630,10001,D,M,67,0,N,N,4152.7334,388.5,2491.64004,330.4431,0,N
202006,20200630,10001,C,F,61,1,N,N,1843.8,1152.9999,0,1704,0,N
202006,20200630,10001,C,M,59,0,N,N,16252.20696,14774.7336,0,0,0,Y
202006,20200630,10001,C,F,66,0,N,N,2574.4,285,1544.64,0,0,Y
202006,20200630,10001,C,M,82,1,N,N,2165.7999,511.4001,1299.47994,1752.5001,0,N
202006,20200630,10001,D,F,57,1,N,N,3600,288,2160,0,0,Y
202006,20200630,10001,F,M,74,1,N,N,14283.4,2742.6666,7532.4,0,6334.6666,N
202006,20200630,10001,F,M,26,1,N,Y,15453.3,2597.0001,11338.0306,0,11558.4974,N
202006,20200630,10001,G,M,53,2,N,N,20658,6498,12282,2204.4999,12193,N
202006,20200630,10001,G,M,59,1,N,N,13594.49674,2097.7334,10260.9,0,10228.8334,N
202006,20200630,10001,C,F,46,1,N,Y,2655,1943.0001,0,2598.9999,0,N
202006,20200630,10001,E,M,78,1,N,N,9357.5334,1716.9999,5614.52004,1561.65,0,N
202006,20200630,10001,G,M,29,2,N,N,22623.17189,1725.9999,18840.52,0,18838.52,N
202006,20200630,10001,D,M,58,0,Y,N,7287.2,2376,0,0,0,Y
202006,20200630,10001,C,F,88,1,N,N,9742.04,8856.4,0,1311,0,N
202006,20200630,10001,D,F,45,1,N,N,11432.3334,351,4662.9666,0,4655.3834,N
202006,20200630,10001,E,M,55,1,N,N,14852.64,4996,8506.4,0,8242.2334,N
202006,20200630,10001,C,M,59,1,N,N,1824.67989,1658.7999,0,339.5001,0,N
202006,20200630,10001,G,F,25,1,N,N,15235.66,1305,12545.6,0,12543.9,N
202006,20200630,10001,G,M,58,1,N,N,14726.239,1500,11887.49,0,11469.1534,N
202006,20200630,10001,E,F,50,1,N,N,14274.2,771,3411.8666,0,2654.4334,N
202006,20200630,10001,G,M,30,1,N,N,12580.4666,984,9457.0666,0,9098.1,N
202006,20200630,10001,C,M,81,1,N,N,5145.39069,2034.9999,2642.628,1869,2614.9803,N
202006,20200630,10010,_,_,_,2,N,N,3193.4666,1839.9999,0,3342.7,0,N
202006,20200630,10001,C,M,26,0,N,N,4000,330.3,2400,0,0,Y
202006,20200630,10001,F,M,29,2,N,N,17538.9333,1288.5999,13992.3734,0,14078.283,N
202006,20200630,10001,F,M,46,1,N,N,15923.6,2394,12082,0,10982.4334,N
202006,20200630,10001,C,M,69,2,N,N,7093.67989,2247.9999,4200.8,1917.9999,4409.0334,N
202006,20200630,10001,G,M,34,1,N,N,16204.2666,2939.1795,12689.6334,0,12628.3766,N
202006,20200630,10010,_,_,_,2,N,N,9400.8,2616.6666,5640.48,6245.0668,0,N
202006,20200630,10001,_,M,58,1,N,N,6823.74,2629.8,3573.6,0,3415.1666,N
202006,20200630,10005,C,_,_,1,N,N,2103.52989,1912.2999,0,1669.5,0,N
202006,20200630,10001,F,F,48,1,N,N,13452.8,282.8001,5154.8,0,5152.8,N
202006,20200630,10001,G,M,64,1,N,N,13789.0666,7676.6666,3535.9334,0,3524.3334,N
202006,20200630,10001,_,M,57,0,N,N,1675.30011,1523.0001,0,1662.7782,0,N
202006,20200630,10001,D,F,74,1,N,N,4384.6,1704,2282,0,2280,N
202006,20200630,10001,E,F,27,2,N,N,13776.0667,1718.0001,6326.8,0,6300.8666,N
202006,20200630,10001,E,F,52,1,N,N,13553.8,1320.9999,4202,0,4200,N
202006,20200630,10001,G,F,43,2,N,N,13507.4666,4288.7334,8617.6666,0,9017.5,N
202006,20200630,10001,E,M,50,0,N,N,9381.2666,1714.8,5628.75996,0,0,Y
202006,20200630,10001,C,M,78,1,N,N,1677.2001,1032.9999,0,1540.1499,0,N
202006,20200630,10001,C,M,34,0,N,N,2672.56,2429.6,0,0,0,Y
202006,20200630,10001,E,M,19,1,N,N,16694.3334,1417.1001,7641.3334,0,7235.2666,N
202006,20200630,10001,F,F,60,1,N,N,11718.0666,390.8001,10020.0666,0,13349.0334,N
202006,20200630,10001,F,M,64,4,Y,Y,16816.8,2193,8910.0666,2261.8,12098.7666,N
202006,20200630,10001,_,M,74,1,N,N,5342.92011,2706,2151.2001,0,2124.0999,N
202006,20200630,10001,G,M,27,1,N,N,10880.4,1480.8,6273.2,0,6271.3,N
202006,20200630,10001,F,F,53,1,N,N,10703.5333,2289.6999,6187.2666,0,6182.8334,N
202006,20200630,10001,G,M,34,3,N,N,16018.7334,1922.1,9226.8748,0,9497.5802,N
202006,20200630,10001,E,M,40,1,N,N,16922.54674,6302.4,9081.7334,0,9079.8666,N
202006,20200630,10001,F,M,26,1,N,N,13542.68674,1039.2,11272.3334,0,10125.0666,N
202006,20200630,10001,D,F,55,1,N,N,9408,5190.5334,3901.4,0,3899.4,N
202006,20200630,10001,D,M,17,1,N,N,7235,2541.1334,3530.4,0,3543.6334,N
202006,20200630,10001,G,F,32,1,N,Y,23495.4333,334.5,9517.6614,0,9598.628,N
202006,20200630,10001,C,F,69,0,N,N,2970.8,1537.5,0,0,0,Y
202006,20200630,10001,G,M,28,1,N,N,19458.8,1242.9999,7158.181,0,7156.0476,N
202006,20200630,10001,D,F,74,2,N,Y,18952.74315,15904.8666,1324.8999,2018,1320.5001,N
202006,20200630,10001,D,M,7,1,N,N,6653.90649,2447.0001,3602.0058,0,3600.0058,N
202006,20200630,10001,D,F,62,2,N,N,7812,2380.0666,4502,993.3,4500,N
202006,20200630,10001,D,M,4,1,N,N,8155.72065,1712.0001,5702.2914,0,5700.2914,N
202006,20200630,10001,D,F,48,1,N,N,6430.59989,843.9999,5002,0,5000,N
202006,20200630,10001,D,M,44,0,N,N,13133.3333,1035,7879.99998,0,0,Y
202006,20200630,10001,F,F,30,1,N,N,10723.68011,839.6001,8909.2,0,8907.2,N
202006,20200630,10005,C,_,_,1,N,N,2180.0001,1701,0,2081.0001,0,N
202006,20200630,10001,C,M,39,1,N,N,1818.9999,330,1091.39994,1798.2,0,N
202006,20200630,10001,G,F,20,1,N,N,11519.9333,2184.9999,8469.808,0,8467.808,N
202006,20200630,10001,D,F,51,1,N,N,12475.2,2052,5942,0,6030.3,N
202006,20200630,10001,_,F,14,0,N,N,365.97,332.7,0,0,2890.6666,N
202006,20200630,10001,D,F,60,1,N,Y,7486.0666,1974.5001,4491.63996,338.4999,0,N
202006,20200630,10001,D,F,44,1,N,Y,18216.7667,1538.4999,5538.6666,0,5932.3,N
202006,20200630,10001,D,F,20,2,N,N,19630.6666,2088.1998,8927.0668,0,9447.2512,N
202006,20200630,10001,E,F,45,3,N,N,8217.8666,2039.0001,6070.4612,2535.9999,5757.828,N
202006,20200630,10001,C,M,56,2,N,Y,3081.2,340.5999,1848.72,3263.8666,0,N
202006,20200630,10001,D,M,19,1,N,N,10717.66674,3761.3334,5982,0,5980,N
202006,20200630,10001,D,M,61,1,N,N,5681.8666,2025,0,303.6,0,N
202006,20200630,10001,G,F,28,1,N,N,10454.9667,822,7714.7334,0,8574.8666,N
202006,20200630,10005,C,_,_,1,N,Y,2306.4666,1704,0,2964.5001,0,N
202006,20200630,10001,_,_,_,1,N,N,7440.58326,331.5,6432.6666,0,6466,N
202006,20200630,10001,D,M,11,1,N,N,3369.07989,1034.7999,2028,0,2025,N
202006,20200630,10001,D,M,53,1,Y,N,5346.6666,2896.7001,0,890.7,0,N
202006,20200630,10001,G,M,33,1,N,N,18239.95734,2038.2,14543.5794,0,14541.5794,N
202006,20200630,10001,_,M,45,1,N,N,4484.92011,2057.0001,2020.2,0,2018.2,N
202006,20200630,10001,C,M,53,1,N,N,3843.03326,3493.6666,0,2065.5,0,N
202006,20200630,10001,G,M,65,1,N,Y,14812.0666,330,7079.9334,0,7088.9,N
202006,20200630,10001,G,M,54,2,N,N,19326.8666,1746.9999,11186.6666,1440.9999,11160.4,N
202006,20200630,10001,C,F,74,1,N,N,2229.9,2086.6666,0,1842.9999,0,N
202006,20200630,10001,F,F,56,2,N,Y,10915.5333,2052,8797,1549.4001,8673,N
202006,20200630,10001,C,F,65,2,N,Y,7341.1334,1239,1687.8,0,2307.15,N
202006,20200630,10001,C,M,60,1,N,N,2596.4,695.1999,1557.84,2164.5666,0,N
202006,20200630,10001,_,M,61,1,N,N,8278.96685,1499.0001,6027.3334,0,5399.8666,N
202006,20200630,10001,D,F,66,1,N,N,7884.8,2799,4369,0,4367,N
202006,20200630,10001,D,F,42,1,N,Y,16886.8666,1755.8499,5020.1334,0,5336,N
202006,20200630,10001,C,F,12,1,N,N,5498.63358,2058.6579,2940.0999,0,2654.2,N
202006,20200630,10001,E,M,51,1,N,Y,14583.8667,612,8750.32002,822.0999,0,N
202006,20200630,10001,_,M,31,0,N,N,3847.8666,3015.3334,0,1825.659,0,N
202006,20200630,10001,G,F,57,3,N,N,13634.8,1534.5,4456.5334,2399.8334,4585.1334,N
202006,20200630,10001,D,M,39,1,N,N,7509.0666,2245.8999,5070.8666,0,5084.3334,N
202006,20200630,10010,_,_,_,1,Y,Y,4891.77348,4447.0668,0,528,0,N
202006,20200630,10001,E,F,20,1,N,N,16293.4,1238.0001,6683.0666,0,6680.9334,N
202006,20200630,10001,D,M,53,1,N,N,6856.0666,2936.1582,3572.3936,0,3570.3936,N
202006,20200630,10001,E,F,26,2,N,N,11821.4666,2292.9,6498.8666,0,6397.1334,N
202006,20200630,10001,D,F,32,1,N,N,6836.8,1326,4236.3666,0,4218.6916,N
202006,20200630,10001,G,F,53,2,N,N,19042.6666,2988.9999,7208.6666,0,7287.1334,N
202006,20200630,10001,E,M,53,1,N,N,12933.8666,6315.6,5093,0,5283.7,N
202006,20200630,10001,C,M,57,2,N,N,3131.7,2847,0,2057,0,N
202006,20200630,10001,C,M,50,1,N,N,4524.84989,2242,1871.4999,0,1007.9001,N
202006,20200630,10001,G,M,48,1,N,N,18740.3334,2151.9999,11024.0166,0,9214.7416,N
202006,20200630,10001,D,F,49,1,N,N,11807.1334,1704,5189.7334,0,5230.4666,N
202006,20200630,10001,G,M,26,1,N,Y,28441.3333,703.5009,14954.022,0,18091.9,N
202006,20200630,10001,D,M,52,4,N,N,7415.8,1547.7,3002,3673.1334,3000,N
202006,20200630,10010,_,_,_,2,N,N,7512.1334,1819.3911,4507.28004,2447.2864,0,N
202006,20200630,10001,F,F,48,4,N,N,11482.4333,1328.0001,6889.45998,9455.396,0,N
202006,20200630,10001,G,M,29,1,N,N,14764.8,754.5,7114.2,0,7652.6334,N
202006,20200630,10001,E,M,47,0,N,N,7917.5334,2814.9999,0,0,0,Y
202006,20200630,10001,D,M,46,0,N,N,6307.2,2523,0,0,0,Y
202006,20200630,10001,F,F,62,2,N,N,11357.6,907.8,4289.6334,1811.4999,4258.3166,N
202006,20200630,10001,C,F,66,1,N,Y,2892.9,1981.2,0,2816.4999,0,N
202006,20200630,10001,C,F,67,1,N,N,2219.1,1212,0,1946.1501,0,N
202006,20200630,10001,E,F,49,1,N,N,15230.5334,1226.0001,6054.1296,0,5981.7862,N
202006,20200630,10005,E,_,_,4,N,N,12204.7334,1671,7322.84004,6046.3668,0,N
202006,20200630,10001,_,F,37,1,N,Y,5397.40674,2075.3334,2831.4,1820.7843,2844.9334,N
202006,20200630,10001,F,M,64,2,N,Y,17107.1,1164.6999,8801.8666,1191.9999,8799.5334,N
202006,20200630,10001,F,M,54,1,N,N,14383.79943,1732.5147,11343.6666,0,11322.7666,N
202006,20200630,10001,D,M,8,1,N,N,5800.3,1671,3602,0,3600,N
202006,20200630,10001,G,M,42,2,N,N,19976,1502.0001,8563.6,1821,8628.2666,N
202006,20200630,10001,D,F,59,1,N,N,5910.2,1776.9999,0,502.5501,0,N
202006,20200630,10005,C,_,_,2,N,N,3301.8,2517.3999,0,3026.8568,0,N
202006,20200630,10001,E,F,57,2,N,N,8634.1334,1311.3999,3011.2,390.3,3009.2,N
202006,20200630,10001,C,M,70,1,N,N,1396.2,1119.8001,0,1212,0,N
202006,20200630,10001,C,F,60,1,N,N,2803.35,2548.5,0,1463.4999,0,N
202006,20200630,10001,_,M,53,0,N,N,2314.39989,2103.9999,0,0,0,Y
202006,20200630,10001,E,M,43,2,N,N,12687.8666,1727.0001,7612.71996,4350.5332,0,N
202006,20200630,10001,E,F,21,2,N,N,11109.5333,1329.2001,9738.6666,0,9861.9334,N
202006,20200630,10001,G,F,55,3,N,Y,24840.9333,2233.3334,10635.0858,2173.5,11341.1929,N
202006,20200630,10001,D,M,33,0,N,N,6323.38674,5748.5334,0,0,0,Y
202006,20200630,10001,G,M,42,2,N,N,16108.84,2098.8,12545.6,345.9999,12543.6,N
