RID,Time_Departure,Time_Arrival,Distance,Time_Driving,Speed_Per_Hour,Address1,Address2,Weekday,Hour,Day,Signaltype
router-84875df7fc-8n4sw-5-9512129-0,13:31:44,13:49:10.252000,5119.0,1034.0290527344,17.8219363869,경기도,양평군,1,13,28,0.0
router-84875df7fc-52vz8-2-9836405-0,12:38:00,12:58:02.345000,7270.0,1199.1469726562,21.8255148008,서울특별시,송파구,2,12,29,30.0
router-84875df7fc-b5nxc-7-23342746-0,10:30:41,10:49:14.480000,7711.0,1111.6540527344,24.9714377703,서울특별시,송파구,3,10,23,28.0
router-84875df7fc-scxcj-7-74575145-0,10:41:14,10:56:15.348000,6253.0,900.2700195312,25.0044981079,서울특별시,강남구,4,10,31,10.0
router-84875df7fc-8n4sw-5-8139085-0,12:06:55,12:17:00.557000,5957.0,603.825012207,35.515587407699996,경기도,수원시 영통구,4,12,24,11.0
router-84875df7fc-b5nxc-4-75352744-0,09:38:54,09:58:49.334000,7255.0,1195.5069580078,21.8467988204,경기도,고양시 덕양구,4,9,31,8.0
router-84875df7fc-8n4sw-4-14398847-0,20:05:24,20:18:04.900000,6756.0,760.508972168,31.9806877895,경기도,수원시 권선구,2,20,29,11.0
router-84875df7fc-52vz8-4-21871083-0,13:32:56,13:49:34.466000,8123.0,992.7100219727,29.4575448547,경기도,김포시,1,13,21,26.0
router-84875df7fc-cmkz9-7-54147882-0,19:13:20,19:34:47.462000,8820.0,1286.4229736328,24.6823950215,경기도,양주시,3,19,23,37.0
router-84875df7fc-b5nxc-2-7890774-0,21:33:00,22:01:46.062000,10419.0,1724.4890136719,21.7504430023,서울특별시,은평구,4,21,24,60.0
router-84875df7fc-52vz8-4-28134806-0,17:31:04,17:51:05.433000,5613.0,1200.2449951172,16.8355628078,서울특별시,종로구,0,17,27,22.0
router-84875df7fc-b5nxc-4-70856481-0,12:27:44,12:36:03.453000,4264.0,498.8710021973,30.7702791551,경기도,시흥시,2,12,29,5.0
router-84875df7fc-cmkz9-0-7677339-0,17:52:42,18:08:48.175000,10821.0,965.2650146484,40.3574141907,경기도,고양시 덕양구,1,17,28,10.0
router-84875df7fc-scxcj-5-10973868-0,04:23:04,04:33:19.453000,10459.0,615.4050292969,61.1831203964,경기도,의왕시,1,4,28,6.0
router-84875df7fc-8n4sw-7-60285754-0,18:08:26,18:22:49.944000,8061.0,860.9699707031,33.7057051784,경기도,양평군,3,18,23,7.0
router-84875df7fc-cmkz9-7-63955866-0,08:26:30,08:58:44.872000,10817.0,1927.8349609375,20.1994469387,경기도,하남시,1,8,28,21.0
router-84875df7fc-8n4sw-7-76695176-0,10:00:19,10:25:12.119000,6260.0,1490.8360595703,15.116350222,서울특별시,중랑구,3,10,30,33.0
router-84875df7fc-cmkz9-2-10380521-0,11:10:28,11:36:35.420000,12869.0,1567.4680175781,29.5562011349,경기도,남양주시,3,11,30,41.0
router-84875df7fc-scxcj-6-16575637-0,09:46:38,09:54:31.743000,4828.0,465.2560119629,37.3574968471,경기도,성남시 수정구,3,9,30,14.0
router-84875df7fc-52vz8-6-55839365-0,22:16:22,22:28:15.361000,5995.0,698.4520263672,30.8997600197,서울특별시,강북구,4,22,24,23.0
router-84875df7fc-scxcj-7-74317417-0,08:54:31,09:03:48.052000,3393.0,557.1870117188,21.9222626212,경기도,의정부시,4,8,31,14.0
router-84875df7fc-8n4sw-7-74681985-0,12:45:25,13:09:46.507000,6920.0,1461.1280517578,17.0498403408,서울특별시,동작구,2,12,29,42.0
router-84875df7fc-scxcj-6-13226297-0,07:32:23,07:46:13.718000,6620.0,826.4459838867,28.8367303667,경기도,고양시 일산동구,4,7,24,32.0
router-84875df7fc-52vz8-4-30548975-0,10:35:04,10:57:39.548000,6023.0,1355.3620605469,15.997791757,서울특별시,동작구,3,10,30,33.0
router-84875df7fc-cmkz9-5-9072107-0,14:16:33,14:41:45.689000,11129.0,1512.5570068359,26.4878611642,경기도,김포시,3,14,23,41.0
router-84875df7fc-8n4sw-1-9070699-0,19:07:07,19:31:16.171000,4239.0,1450.5260009766,10.5205973486,서울특별시,서초구,2,19,29,22.0
router-84875df7fc-8n4sw-1-9174605-0,10:16:41,10:37:05.887000,8726.0,1224.1610107422,25.6613302697,경기도,시흥시,3,10,30,22.0
router-84875df7fc-cmkz9-7-62717857-0,14:58:09,15:13:09.392000,4204.0,900.2810058594,16.8107512005,서울특별시,금천구,0,14,27,14.0
router-84875df7fc-52vz8-6-46978922-0,17:30:42,17:58:02.043000,11000.0,1639.1309814453,24.1591431364,경기도,용인시 처인구,0,17,20,39.0
router-84875df7fc-cmkz9-2-7540451-0,18:44:09,18:50:02.229000,3235.0,340.691986084,34.183369365,서울특별시,양천구,1,18,21,19.0
router-84875df7fc-b5nxc-4-73247407-0,12:41:53,12:53:50.660000,7483.0,714.2940063477,37.7138821838,경기도,용인시 기흥구,3,12,30,20.0
router-84875df7fc-52vz8-7-8858784-0,12:23:17,12:33:19.319000,4954.0,600.3900146484,29.7046912255,경기도,성남시 수정구,1,12,21,22.0
router-84875df7fc-cmkz9-7-70998128-0,10:38:33,10:51:46.814000,10641.0,793.4199829102,48.281617334,인천광역시,계양구,4,10,31,0.0
router-84875df7fc-8n4sw-2-7559367-0,13:21:33,13:30:45.957000,4980.0,552.5540161133,32.4456966689,서울특별시,서초구,4,13,24,22.0
router-84875df7fc-cmkz9-7-66117531-0,08:12:19,08:36:43.858000,7731.0,1464.4930419922,19.0042555355,서울특별시,서초구,2,8,29,10.0
router-84875df7fc-8n4sw-4-13574199-0,06:52:51,07:19:02.117000,7035.0,1571.0860595703,16.1200590163,서울특별시,강서구,1,6,28,35.0
router-84875df7fc-scxcj-7-50052094-0,23:15:06,23:29:04.974000,10485.0,837.5330200195,45.0680738523,경기도,용인시 기흥구,0,23,20,13.0
router-84875df7fc-8n4sw-3-9169593-0,13:50:52,14:19:37.571000,7314.0,1724.8120117188,15.2656636324,서울특별시,서초구,2,13,29,6.0
router-84875df7fc-scxcj-3-30821671-0,23:35:54,23:45:57.361000,4167.0,600.1049804688,24.9976262291,경기도,수원시 권선구,3,23,30,21.0
router-84875df7fc-scxcj-7-55809650-0,13:07:36,13:25:01.430000,5785.0,1045.6409912109,19.9169697583,경기도,의정부시,3,13,23,33.0
router-84875df7fc-cmkz9-7-50564860-0,08:53:21,09:01:41.401000,9261.0,501.7030029297,66.4528611655,경기도,양주시,2,8,22,8.0
router-84875df7fc-b5nxc-5-9655513-0,23:39:05,23:42:54.150000,4655.0,228.800994873,73.2426885176,서울특별시,영등포구,4,23,24,0.0
router-84875df7fc-cmkz9-4-31245425-0,13:18:09,13:28:14.139000,3126.0,599.9219970703,18.758438688600002,경기도,구리시,2,13,29,15.0
router-84875df7fc-8n4sw-7-62122037-0,14:36:51,14:42:18.111000,4581.0,324.8850097656,50.7613447967,경기도,파주시,4,14,24,7.0
router-84875df7fc-52vz8-6-67337221-0,11:23:47,11:34:01.182000,10967.0,601.6950073242,65.616632213,경기도,포천시,3,11,30,10.0
router-84875df7fc-scxcj-7-47985133-0,05:56:06,06:05:39.800000,4418.0,574.5819702148,27.680645799,서울특별시,용산구,0,5,20,25.0
router-84875df7fc-b5nxc-4-57853190-0,01:06:26,01:14:30.959000,5510.0,484.4800109863,40.9428656502,서울특별시,동작구,4,1,24,19.0
router-84875df7fc-8n4sw-7-61954667-0,13:39:22,13:53:01.099000,4278.0,819.5260009766,18.7923262735,서울특별시,도봉구,4,13,24,38.0
router-84875df7fc-cmkz9-1-8926856-0,14:32:53,14:43:53.160000,6470.0,659.1469726562,35.3365804081,경기도,수원시 영통구,0,14,27,11.0
router-84875df7fc-52vz8-6-45897308-0,09:18:50,09:28:59.186000,5916.0,608.1450195312,35.0205942925,경기도,시흥시,0,9,20,26.0
router-84875df7fc-b5nxc-7-29185228-0,07:59:30,08:24:21.275000,10665.0,1491.126953125,25.7483106449,경기도,안산시 상록구,2,7,29,1.0
router-84875df7fc-scxcj-7-59081392-0,19:15:48,19:27:31.889000,3885.0,693.0989990234,20.1789355052,경기도,시흥시,4,19,24,16.0
router-84875df7fc-8n4sw-7-79596915-0,10:55:25,11:03:33.715000,4996.0,480.0769958496,37.4639904755,경기도,평택시,4,10,31,8.0
router-84875df7fc-cmkz9-0-7603963-0,14:10:55,14:21:21.568000,3100.0,627.5960083008,17.7821398677,경기도,성남시 중원구,1,14,28,25.0
router-84875df7fc-8n4sw-5-7276865-0,14:43:33,15:03:04.786000,7217.0,1170.7259521484,22.1923840949,경기도,김포시,1,14,21,9.0
router-84875df7fc-8n4sw-7-75777914-0,19:32:05,19:44:08.576000,3771.0,724.1119995117,18.7479285099,서울특별시,관악구,2,19,29,29.0
router-84875df7fc-52vz8-5-10584729-0,09:55:59,10:03:16.527000,5061.0,433.5769958496,42.0216021016,경기도,안산시 단원구,3,9,30,9.0
router-84875df7fc-cmkz9-0-7304017-0,10:35:20,11:05:21.995000,14083.0,1800.5579833984,28.1572715055,서울특별시,마포구,0,10,27,2.0
router-84875df7fc-8n4sw-1-7057126-0,10:32:14,10:41:29.157000,5309.0,553.4840087891,34.5310789409,서울특별시,양천구,3,10,23,5.0
router-84875df7fc-b5nxc-4-56252711-0,11:13:46,11:36:31.504000,5696.0,1366.6240234375,15.0045657389,경기도,수원시 영통구,3,11,23,33.0
router-84875df7fc-8n4sw-6-30624074-0,10:39:26,10:53:13.367000,3592.0,826.791015625,15.6402280088,경기도,수원시 영통구,3,10,30,16.0
router-84875df7fc-cmkz9-2-9665400-0,06:24:42,06:29:54.064000,4421.0,312.7479858398,50.8895363699,경기도,안성시,1,6,28,3.0
router-84875df7fc-cmkz9-5-9430959-0,14:19:45,14:29:08.068000,4444.0,563.008972168,28.4158881845,경기도,파주시,4,14,24,5.0
router-84875df7fc-b5nxc-4-66112791-0,11:36:06,11:58:59.067000,10724.0,1371.8699951172,28.1414420735,서울특별시,성북구,0,11,27,16.0
router-84875df7fc-scxcj-2-9461727-0,07:02:59,07:16:26.502000,5969.0,796.5709838867,26.9761269676,서울특별시,송파구,1,7,28,27.0
router-84875df7fc-8n4sw-2-7417836-0,21:20:09,21:38:43.862000,12470.0,1114.6860351562,40.2732236559,경기도,고양시 일산서구,3,21,23,19.0
router-84875df7fc-scxcj-3-23990103-0,08:44:03,09:02:06.136000,8582.0,1073.6600341797,28.7755891218,서울특별시,강서구,4,8,24,37.0
router-84875df7fc-8n4sw-7-60711926-0,22:07:12,22:17:40.895000,5749.0,628.5319824219,32.9281573234,경기도,시흥시,3,22,23,20.0
router-84875df7fc-cmkz9-7-63321020-0,19:17:26,19:36:04.595000,4950.0,1117.1500244141,15.9513043106,서울특별시,영등포구,0,19,27,33.0
router-84875df7fc-cmkz9-6-16599224-0,12:53:08,13:16:47.443000,13032.0,1416.7939453125,33.1136367114,인천광역시,계양구,2,12,29,33.0
router-84875df7fc-b5nxc-4-69968709-0,01:56:34,02:12:18.829000,11821.0,943.5399780273,45.102063496,경기도,군포시,2,1,29,19.0
router-84875df7fc-scxcj-3-23891024-0,05:13:43,05:23:46.736000,9753.0,599.1569824219,58.6003351877,경기도,부천시,4,5,24,10.0
router-84875df7fc-8n4sw-7-72525938-0,14:33:23,14:48:20.983000,3176.0,898.6450195312,12.7231551408,서울특별시,강서구,1,14,28,24.0
router-84875df7fc-scxcj-1-7096235-0,13:13:45,13:23:55.805000,9605.0,610.1019897461,56.6757699223,경기도,파주시,2,13,29,10.0
router-84875df7fc-8n4sw-7-78410672-0,19:34:41,19:52:50.629000,13500.0,1089.5179443359,44.606883487,경기도,남양주시,3,19,30,40.0
router-84875df7fc-cmkz9-3-9554509-0,11:32:16,11:39:39.122000,3239.0,439.4129943848,26.5363112812,서울특별시,강동구,3,11,30,7.0
router-84875df7fc-52vz8-3-16488501-0,12:56:49,13:11:48.448000,8991.0,900.3350219727,35.9506175036,경기도,이천시,1,12,28,38.0
router-84875df7fc-cmkz9-7-55798349-0,15:39:36,15:46:24.520000,11502.0,408.3999938965,101.3888359913,경기도,군포시,4,15,24,0.0
router-84875df7fc-cmkz9-4-29194140-0,13:00:36,13:10:25.578000,3305.0,577.8159790039,20.5913308602,서울특별시,영등포구,0,13,27,19.0
router-84875df7fc-8n4sw-7-53928138-0,08:55:57,09:05:57.621000,12638.0,600.3120117188,75.7885884538,경기도,고양시 일산서구,1,8,21,6.0
router-84875df7fc-scxcj-7-67260265-0,09:36:06,09:51:03.509000,5819.0,897.0570068359,23.3523620465,경기도,시흥시,1,9,28,18.0
router-84875df7fc-cmkz9-3-8715687-0,13:22:53,13:40:21.974000,6459.0,1048.6059570312,22.1745831636,경기도,남양주시,0,13,27,22.0
router-84875df7fc-8n4sw-7-70317743-0,15:45:17,16:09:07.186000,13750.0,1429.0209960938,34.6390991702,경기도,화성시,0,15,27,19.0
router-84875df7fc-52vz8-7-8554532-0,15:33:12,15:53:13.443000,3661.0,1200.3280029297,10.9799987735,서울특별시,중구,0,15,20,37.0
router-84875df7fc-b5nxc-4-71251269-0,14:55:47,15:14:42.593000,5299.0,1135.5229492188,16.7996604676,서울특별시,서대문구,2,14,29,28.0
router-84875df7fc-b5nxc-5-10949928-0,11:03:18,11:14:21.405000,5951.0,652.7310180664,32.82148298,서울특별시,노원구,1,11,28,9.0
router-84875df7fc-scxcj-7-55198381-0,08:49:12,09:04:16.409000,4903.0,899.8569946289,19.6151167412,경기도,남양주시,3,8,23,15.0
router-84875df7fc-8n4sw-6-23129825-0,18:17:20,18:31:32.052000,8222.0,851.1190185547,34.7768048354,경기도,용인시 기흥구,2,18,22,12.0
router-84875df7fc-52vz8-6-63351954-0,12:47:14,13:02:16.159000,3962.0,895.2449951172,15.9321750781,경기도,남양주시,1,12,28,26.0
router-84875df7fc-52vz8-6-65080665-0,10:07:43,10:26:19.227000,5332.0,1114.6409912109,17.220970834,서울특별시,서초구,2,10,29,36.0
router-84875df7fc-8n4sw-7-68923449-0,05:52:35,06:07:20.696000,5577.0,885.5120239258,22.6729840562,서울특별시,구로구,0,5,27,20.0
router-84875df7fc-b5nxc-5-11701897-0,12:14:46,12:34:47.408000,12003.0,1200.3699951172,35.9979007937,서울특별시,도봉구,3,12,30,3.0
router-84875df7fc-cmkz9-3-6687002-0,21:27:46,21:43:05.160000,4212.0,918.2390136719,16.5133475862,서울특별시,서대문구,0,21,20,27.0
router-84875df7fc-8n4sw-7-73380829-0,20:03:30,20:13:59.580000,3313.0,630.6240234375,18.9126952934,경기도,평택시,1,20,28,10.0
router-84875df7fc-cmkz9-7-51722590-0,17:08:38,17:20:18.665000,3070.0,702.7009887695,15.7278845151,경기도,안양시 만안구,2,17,22,20.0
router-84875df7fc-b5nxc-4-53340348-0,06:27:09,06:40:47.315000,6177.0,812.7579956055,27.360173779,경기도,성남시 분당구,2,6,22,19.0
router-84875df7fc-8n4sw-7-63320278-0,22:45:36,22:55:49.753000,3667.0,613.1959838867,21.5285167335,서울특별시,관악구,4,22,24,28.0
router-84875df7fc-8n4sw-7-74236495-0,09:58:07,10:12:01.262000,14221.0,834.3389892578,61.3606707335,경기도,시흥시,2,9,29,9.0
router-84875df7fc-scxcj-3-27830637-0,21:11:36,21:20:41.933000,7741.0,543.416015625,51.282257421,경기도,용인시 기흥구,0,21,27,19.0
router-84875df7fc-52vz8-6-62241132-0,19:35:15,19:45:19.606000,14879.0,599.9990234375,89.274145303,경기도,고양시 일산동구,0,19,27,0.0
router-84875df7fc-52vz8-7-12659503-0,18:28:02,18:55:19.990000,10967.0,1638.4720458984,24.0963525126,경기도,평택시,3,18,30,31.0
router-84875df7fc-cmkz9-7-49173828-0,14:50:56,14:59:36.038000,5061.0,519.3430175781,35.0820158996,경기도,용인시 기흥구,1,14,21,20.0
router-84875df7fc-8n4sw-5-9698433-0,06:30:10,06:40:10.689000,10991.0,600.633972168,65.8763936665,경기도,광주시,2,6,29,3.0
router-84875df7fc-scxcj-3-23872417-0,02:55:13,03:06:59.719000,10047.0,701.3400268555,51.5715610332,서울특별시,광진구,4,2,24,30.0
router-84875df7fc-b5nxc-6-14764507-0,12:53:40,13:20:12.302000,12097.0,1591.5570068359,27.3626391093,서울특별시,서초구,0,12,27,73.0
router-84875df7fc-8n4sw-4-14663411-0,13:35:12,13:47:06.955000,5665.0,715.4119873047,28.506651219,서울특별시,성북구,3,13,30,13.0
router-84875df7fc-52vz8-3-14006372-0,08:07:01,08:17:26.874000,14201.0,626.0969848633,81.6544421008,경기도,김포시,4,8,24,1.0
router-84875df7fc-cmkz9-7-54893470-0,09:17:17,09:37:36.163000,6264.0,1220.3459472656,18.478694546,서울특별시,강북구,4,9,24,40.0
router-84875df7fc-cmkz9-2-10415926-0,12:37:54,12:47:38.059000,4019.0,580.8759765625,24.9078987319,경기도,화성시,3,12,30,3.0
router-84875df7fc-52vz8-1-7936642-0,16:55:59,17:11:54.881000,11473.0,955.4479980469,43.2287262985,서울특별시,송파구,4,16,24,0.0
router-84875df7fc-scxcj-6-14935984-0,05:06:11,05:14:15.794000,4914.0,481.3370056152,36.752628187,서울특별시,서초구,0,5,27,16.0
router-84875df7fc-b5nxc-1-8874249-0,17:03:23,17:18:23.663000,5096.0,899.9790039062,20.3844755493,서울특별시,용산구,1,17,28,18.0
router-84875df7fc-cmkz9-4-29298193-0,14:27:17,14:44:36.786000,6890.0,1040.6140136719,23.8359273219,경기도,의정부시,0,14,27,28.0
router-84875df7fc-52vz8-6-54924756-0,15:08:38,15:24:22.188000,10721.0,942.8939819336,40.9331279439,경기도,파주시,4,15,24,19.0
router-84875df7fc-b5nxc-2-7634377-0,09:00:39,09:20:11.064000,3784.0,1171.5179443359,11.6279909035,서울특별시,강서구,4,9,24,12.0
router-84875df7fc-cmkz9-5-8821501-0,18:21:12,18:32:04.145000,9582.0,651.6380004883,52.9361393506,경기도,여주시,2,18,22,3.0
router-84875df7fc-scxcj-3-30505804-0,16:49:52,17:14:46.627000,4495.0,1492.9470214844,10.8389646566,서울특별시,강서구,3,16,30,27.0
router-84875df7fc-cmkz9-2-7216459-0,19:09:51,19:23:34.048000,4343.0,820.7819824219,19.0486637558,서울특별시,금천구,0,19,20,11.0
router-84875df7fc-b5nxc-4-56342676-0,11:48:42,11:55:42.080000,4040.0,419.6839904785,34.6546457095,경기도,안성시,3,11,23,3.0
router-84875df7fc-b5nxc-2-7402169-0,11:54:16,12:09:16.892000,7890.0,901.2080078125,31.5176959745,경기도,파주시,3,11,23,27.0
router-84875df7fc-scxcj-7-57859443-0,11:41:01,11:49:40.072000,4722.0,518.2390136719,32.8018531055,경기도,시흥시,4,11,24,9.0
router-84875df7fc-b5nxc-3-8385999-0,16:23:12,16:31:38.643000,3560.0,506.6409912109,25.296018724,경기도,용인시 수지구,4,16,24,3.0
router-84875df7fc-cmkz9-2-9388736-0,09:20:57,09:31:19.802000,11307.0,623.5269775391,65.2821793865,경기도,안산시 단원구,0,9,27,0.0
router-84875df7fc-scxcj-7-58862306-0,17:54:57,18:07:20.180000,10195.0,720.3900146484,50.9474024538,경기도,고양시 덕양구,4,17,24,0.0
router-84875df7fc-b5nxc-4-68722737-0,13:40:39,13:51:23.580000,5156.0,630.5289916992,29.4381388395,경기도,광주시,1,13,28,12.0
router-84875df7fc-cmkz9-0-7355359-0,13:26:43,13:34:40.658000,6762.0,476.6499938965,51.0714367182,경기도,평택시,0,13,27,3.0
router-84875df7fc-8n4sw-6-24065389-0,18:09:40,18:38:49.319000,11517.0,1749.6070556641,23.6974352988,경기도,포천시,3,18,23,8.0
router-84875df7fc-b5nxc-4-66743444-0,15:34:42,15:44:48.919000,5161.0,599.0020141602,31.0175918624,경기도,하남시,0,15,27,9.0
router-84875df7fc-b5nxc-3-10029188-0,13:41:10,13:49:09.142000,3122.0,467.1719970703,24.0579488293,경기도,하남시,2,13,29,12.0
router-84875df7fc-scxcj-4-8874840-0,12:03:48,12:18:31.212000,7105.0,882.4149780273,28.9863620144,경기도,성남시 수정구,0,12,27,21.0
router-84875df7fc-b5nxc-4-72459122-0,06:41:32,06:51:32.363000,5175.0,600.5540161133,31.0213561148,경기도,안양시 동안구,3,6,30,18.0
router-84875df7fc-52vz8-6-55640504-0,19:56:01,20:10:12.367000,3911.0,845.1630249023,16.6590345119,경기도,수원시 영통구,4,19,24,28.0
router-84875df7fc-cmkz9-7-61694084-0,07:16:40,07:30:03.947000,3840.0,803.5720214844,17.2031873067,서울특별시,영등포구,0,7,27,23.0
router-84875df7fc-b5nxc-4-69594129-0,19:29:35,19:43:59.236000,8829.0,864.6099853516,36.7615462908,서울특별시,은평구,1,19,28,39.0
router-84875df7fc-scxcj-7-69188007-0,05:08:04,05:14:49.015000,5935.0,405.2309875488,52.7254841226,경기도,시흥시,2,5,29,24.0
router-84875df7fc-8n4sw-0-4816784-0,13:24:24,13:31:53.131000,3595.0,449.9320068359,28.7643461754,경기도,김포시,1,13,21,5.0
router-84875df7fc-8n4sw-6-29341412-0,21:45:16,21:52:52.319000,3705.0,452.7550048828,29.4596412103,경기도,용인시 기흥구,1,21,28,15.0
router-84875df7fc-cmkz9-7-53952586-0,17:46:51,18:08:55.352000,14469.0,1324.6889648438,39.3212304038,경기도,남양주시,3,17,23,25.0
router-84875df7fc-scxcj-7-49604000-0,18:04:14,18:14:24.177000,4163.0,596.6389770508,25.1187075878,경기도,고양시 덕양구,0,18,20,8.0
router-84875df7fc-8n4sw-7-76267718-0,05:49:38,06:00:20.558000,8366.0,600.0939941406,50.1881376819,경기도,광주시,3,5,30,0.0
router-84875df7fc-scxcj-3-31107090-0,10:27:39,10:34:59.527000,6053.0,440.0060119629,49.5238687826,서울특별시,서초구,4,10,31,3.0
router-84875df7fc-scxcj-0-9247436-0,13:05:10,13:13:15.133000,4271.0,485.1050109863,31.6954054314,경기도,김포시,2,13,29,1.0
router-84875df7fc-8n4sw-6-31684983-0,09:57:03,10:20:28.358000,5495.0,1405.8590087891,14.0711123067,서울특별시,영등포구,4,9,31,7.0
router-84875df7fc-cmkz9-1-6775322-0,17:46:05,18:05:02.921000,6273.0,1137.3480224609,19.8556638373,서울특별시,용산구,0,17,20,46.0
router-84875df7fc-cmkz9-7-64196185-0,10:25:14,10:49:45.821000,13694.0,1471.7989501953,33.4953357546,경기도,포천시,1,10,28,15.0
router-84875df7fc-8n4sw-0-4511405-0,02:53:10,02:59:42.939000,6347.0,392.4590148926,58.2206017264,경기도,의왕시,0,2,20,0.0
router-84875df7fc-scxcj-5-11224904-0,17:01:25,17:17:01.100000,11862.0,935.4099731445,45.6518545087,경기도,시흥시,1,17,28,16.0
router-84875df7fc-scxcj-1-5626059-0,08:39:41,08:49:51.883000,4772.0,598.9810180664,28.6807085397,경기도,파주시,3,8,23,7.0
router-84875df7fc-8n4sw-7-54854251-0,14:40:08,14:52:07.150000,5248.0,718.2930297852,26.3023574176,서울특별시,서대문구,1,14,21,27.0
router-84875df7fc-cmkz9-7-52565691-0,07:24:22,07:50:56.195000,10658.0,1590.8349609375,24.118655261,경기도,부천시,3,7,23,42.0
router-84875df7fc-52vz8-3-17779370-0,16:49:19,17:22:58.985000,8332.0,2007.7850341797,14.9394479436,서울특별시,영등포구,3,16,30,27.0
router-84875df7fc-8n4sw-5-8298027-0,18:45:00,18:57:51.857000,3971.0,771.5780029297,18.5277443703,경기도,용인시 기흥구,4,18,24,10.0
router-84875df7fc-52vz8-6-66664105-0,00:18:01,00:22:06.846000,4515.0,246.3890075684,65.9688521027,서울특별시,강남구,3,0,30,0.0
router-84875df7fc-scxcj-7-67710329-0,12:37:23,12:50:53.996000,7728.0,807.3020019531,34.4614530036,경기도,양평군,1,12,28,14.0
router-84875df7fc-cmkz9-6-17480680-0,20:52:19,21:00:01.661000,3301.0,461.5320129395,25.7481597524,경기도,의정부시,3,20,30,15.0
router-84875df7fc-b5nxc-0-6366988-0,06:30:11,06:43:48.164000,8434.0,816.0369873047,37.20713702,서울특별시,서초구,2,6,29,6.0
router-84875df7fc-52vz8-7-8696800-0,00:11:57,00:28:41.685000,6538.0,1004.4379882812,23.4328054839,경기도,수원시 장안구,1,0,21,39.0
router-84875df7fc-cmkz9-7-62994046-0,16:51:44,17:06:42.376000,7001.0,898.4130249023,28.053466837,경기도,군포시,0,16,27,19.0
router-84875df7fc-cmkz9-7-68055156-0,03:56:15,04:02:28.563000,5167.0,360.825012207,51.5518585761,서울특별시,송파구,3,3,30,12.0
router-84875df7fc-8n4sw-6-28072546-0,15:45:32,15:58:12.334000,4346.0,760.5850219727,20.5704813374,서울특별시,노원구,0,15,27,22.0
router-84875df7fc-scxcj-4-7643528-0,16:20:56,16:43:55.009000,12162.0,1378.9250488281,31.7516895042,서울특별시,서초구,3,16,23,68.0
router-84875df7fc-8n4sw-0-6319041-0,07:03:45,07:21:16.604000,9636.0,1051.0930175781,33.0033588083,경기도,광명시,1,7,28,36.0
router-84875df7fc-b5nxc-4-49795198-0,15:05:26,15:20:27.550000,4585.0,901.4509887695,18.3104796663,서울특별시,강동구,0,15,20,24.0
router-84875df7fc-cmkz9-7-70215189-0,22:12:02,22:19:08.438000,3034.0,426.6530151367,25.600194098,서울특별시,양천구,3,22,30,25.0
router-84875df7fc-8n4sw-7-69073057-0,07:38:04,07:47:18.202000,4482.0,552.9680175781,29.1792644187,서울특별시,마포구,0,7,27,14.0
router-84875df7fc-8n4sw-0-5589795-0,22:27:59,22:48:57.118000,11345.0,1256.666015625,32.5002820894,서울특별시,은평구,4,22,24,36.0
router-84875df7fc-cmkz9-7-56137634-0,17:50:45,18:11:00.188000,6668.0,1213.3869628906,19.7833013986,경기도,고양시 일산동구,4,17,24,19.0
router-84875df7fc-8n4sw-1-7335056-0,10:21:56,10:33:53.108000,3130.0,718.6229858398,15.679988286,경기도,의정부시,4,10,24,25.0
router-84875df7fc-scxcj-2-9245430-0,12:10:54,12:22:50.407000,7934.0,703.9270019531,40.5757982301,서울특별시,강남구,0,12,27,23.0
router-84875df7fc-52vz8-4-22229843-0,18:48:55,18:59:08.919000,5553.0,605.7039794922,33.0042408121,경기도,수원시 장안구,1,18,21,16.0
router-84875df7fc-8n4sw-7-79057662-0,06:59:55,07:16:47.574000,7331.0,1013.1729736328,26.048464267,서울특별시,동작구,4,6,31,31.0
router-84875df7fc-b5nxc-4-53626508-0,09:09:02,09:24:44.042000,5686.0,941.1879882812,21.7486838494,경기도,화성시,2,9,22,0.0
router-84875df7fc-52vz8-6-53996035-0,08:01:27,08:13:23.382000,5129.0,712.3549804688,25.9202230717,경기도,구리시,4,8,24,5.0
router-84875df7fc-cmkz9-7-61994576-0,09:57:14,10:07:15.694000,9166.0,599.9110107422,55.0041579653,경기도,성남시 분당구,0,9,27,10.0
router-84875df7fc-scxcj-3-23736065-0,19:53:18,20:15:42.947000,11018.0,1344.5360107422,29.5007345903,경기도,파주시,3,19,23,21.0
router-84875df7fc-52vz8-6-48899038-0,16:25:22,16:57:34.102000,6248.0,1929.4079589844,11.6578766534,서울특별시,영등포구,1,16,21,41.0
router-84875df7fc-b5nxc-1-7717755-0,23:54:47,00:04:48.528000,12346.0,600.0490112305,74.0699495677,서울특별시,강남구,4,23,24,6.0
router-84875df7fc-8n4sw-7-75549287-0,17:55:05,18:07:56.613000,5021.0,771.1190185547,23.4407394515,경기도,하남시,2,17,29,27.0
router-84875df7fc-b5nxc-1-7438406-0,08:09:35,08:24:45.177000,10083.0,909.1259765625,39.9271398418,경기도,의정부시,4,8,24,11.0
router-84875df7fc-cmkz9-3-9738626-0,18:22:42,18:52:45.779000,9897.0,1799.125,19.803626763,경기도,안양시 만안구,3,18,30,16.0
router-84875df7fc-scxcj-6-15662828-0,13:26:56,13:51:58.008000,9892.0,1497.626953125,23.7784182007,서울특별시,종로구,1,13,28,62.0
